Volatility 3 Framework 2.26.2

facility	level	timestamp	caller	line
kern	info	0.010192	-	ACPI: MCFG 0x00000000BFEDD242 00003C (v01 PTLTD  $PCITBL$ 06040000  LTP 00000001)
kern	info	0.010194	-	ACPI: SRAT 0x00000000BFEDC72F 0008D0 (v02 VMWARE MEMPLUG  06040000 VMW  00000001)
kern	info	0.010195	-	ACPI: HPET 0x00000000BFEDC6F7 000038 (v01 VMWARE VMW HPET 06040000 VMW  00000001)
kern	info	0.010197	-	ACPI: WAET 0x00000000BFEDC6CF 000028 (v01 VMWARE VMW WAET 06040000 VMW  00000001)
kern	info	0.010199	-	ACPI: Reserving FACP table memory at [mem 0xbfefee73-0xbfefef66]
kern	info	0.010199	-	ACPI: Reserving DSDT table memory at [mem 0xbfedd9e8-0xbfefee72]
kern	info	0.010200	-	ACPI: Reserving FACS table memory at [mem 0xbfefffc0-0xbfefffff]
kern	info	0.010200	-	ACPI: Reserving FACS table memory at [mem 0xbfefffc0-0xbfefffff]
kern	info	0.010201	-	ACPI: Reserving BOOT table memory at [mem 0xbfedd9c0-0xbfedd9e7]
kern	info	0.010201	-	ACPI: Reserving APIC table memory at [mem 0xbfedd27e-0xbfedd9bf]
kern	info	0.010202	-	ACPI: Reserving MCFG table memory at [mem 0xbfedd242-0xbfedd27d]
kern	info	0.010202	-	ACPI: Reserving SRAT table memory at [mem 0xbfedc72f-0xbfedcffe]
kern	info	0.010202	-	ACPI: Reserving HPET table memory at [mem 0xbfedc6f7-0xbfedc72e]
kern	info	0.010203	-	ACPI: Reserving WAET table memory at [mem 0xbfedc6cf-0xbfedc6f6]
kern	debug	0.010217	-	ACPI: Local APIC address 0xfee00000
kern	debug	0.010224	-	system APIC only can use physical flat
kern	info	0.010224	-	Setting APIC routing to physical flat.
kern	info	0.010253	-	SRAT: PXM 0 -> APIC 0x00 -> Node 0
kern	info	0.010254	-	SRAT: PXM 0 -> APIC 0x01 -> Node 0
kern	info	0.010254	-	SRAT: PXM 0 -> APIC 0x02 -> Node 0
kern	info	0.010254	-	SRAT: PXM 0 -> APIC 0x03 -> Node 0
kern	info	0.010255	-	SRAT: PXM 0 -> APIC 0x04 -> Node 0
kern	info	0.010255	-	SRAT: PXM 0 -> APIC 0x05 -> Node 0
kern	info	0.010255	-	SRAT: PXM 0 -> APIC 0x06 -> Node 0
kern	info	0.010256	-	SRAT: PXM 0 -> APIC 0x07 -> Node 0
kern	info	0.010256	-	SRAT: PXM 0 -> APIC 0x08 -> Node 0
kern	info	0.010257	-	SRAT: PXM 0 -> APIC 0x09 -> Node 0
kern	info	0.010257	-	SRAT: PXM 0 -> APIC 0x0a -> Node 0
kern	info	0.010257	-	SRAT: PXM 0 -> APIC 0x0b -> Node 0
kern	info	0.010258	-	SRAT: PXM 0 -> APIC 0x0c -> Node 0
kern	info	0.010258	-	SRAT: PXM 0 -> APIC 0x0d -> Node 0
kern	info	0.010258	-	SRAT: PXM 0 -> APIC 0x0e -> Node 0
kern	info	0.010259	-	SRAT: PXM 0 -> APIC 0x0f -> Node 0
kern	info	0.010259	-	SRAT: PXM 0 -> APIC 0x10 -> Node 0
kern	info	0.010259	-	SRAT: PXM 0 -> APIC 0x11 -> Node 0
kern	info	0.010260	-	SRAT: PXM 0 -> APIC 0x12 -> Node 0
kern	info	0.010260	-	SRAT: PXM 0 -> APIC 0x13 -> Node 0
kern	info	0.010260	-	SRAT: PXM 0 -> APIC 0x14 -> Node 0
kern	info	0.010261	-	SRAT: PXM 0 -> APIC 0x15 -> Node 0
kern	info	0.010261	-	SRAT: PXM 0 -> APIC 0x16 -> Node 0
kern	info	0.010262	-	SRAT: PXM 0 -> APIC 0x17 -> Node 0
kern	info	0.010262	-	SRAT: PXM 0 -> APIC 0x18 -> Node 0
kern	info	0.010262	-	SRAT: PXM 0 -> APIC 0x19 -> Node 0
kern	info	0.010263	-	SRAT: PXM 0 -> APIC 0x1a -> Node 0
kern	info	0.010263	-	SRAT: PXM 0 -> APIC 0x1b -> Node 0
kern	info	0.010263	-	SRAT: PXM 0 -> APIC 0x1c -> Node 0
kern	info	0.010264	-	SRAT: PXM 0 -> APIC 0x1d -> Node 0
kern	info	0.010264	-	SRAT: PXM 0 -> APIC 0x1e -> Node 0
kern	info	0.010264	-	SRAT: PXM 0 -> APIC 0x1f -> Node 0
kern	info	0.010265	-	SRAT: PXM 0 -> APIC 0x20 -> Node 0
kern	info	0.010265	-	SRAT: PXM 0 -> APIC 0x21 -> Node 0
kern	info	0.010266	-	SRAT: PXM 0 -> APIC 0x22 -> Node 0
kern	info	0.010266	-	SRAT: PXM 0 -> APIC 0x23 -> Node 0
kern	info	0.010266	-	SRAT: PXM 0 -> APIC 0x24 -> Node 0
kern	info	0.010267	-	SRAT: PXM 0 -> APIC 0x25 -> Node 0
kern	info	0.010267	-	SRAT: PXM 0 -> APIC 0x26 -> Node 0
kern	info	0.010267	-	SRAT: PXM 0 -> APIC 0x27 -> Node 0
kern	info	0.010268	-	SRAT: PXM 0 -> APIC 0x28 -> Node 0
kern	info	0.010268	-	SRAT: PXM 0 -> APIC 0x29 -> Node 0
kern	info	0.010268	-	SRAT: PXM 0 -> APIC 0x2a -> Node 0
kern	info	0.010269	-	SRAT: PXM 0 -> APIC 0x2b -> Node 0
kern	info	0.010269	-	SRAT: PXM 0 -> APIC 0x2c -> Node 0
kern	info	0.010269	-	SRAT: PXM 0 -> APIC 0x2d -> Node 0
kern	info	0.010270	-	SRAT: PXM 0 -> APIC 0x2e -> Node 0
kern	info	0.010270	-	SRAT: PXM 0 -> APIC 0x2f -> Node 0
kern	info	0.010271	-	SRAT: PXM 0 -> APIC 0x30 -> Node 0
kern	info	0.010271	-	SRAT: PXM 0 -> APIC 0x31 -> Node 0
kern	info	0.010271	-	SRAT: PXM 0 -> APIC 0x32 -> Node 0
kern	info	0.010272	-	SRAT: PXM 0 -> APIC 0x33 -> Node 0
kern	info	0.010272	-	SRAT: PXM 0 -> APIC 0x34 -> Node 0
kern	info	0.010272	-	SRAT: PXM 0 -> APIC 0x35 -> Node 0
kern	info	0.010273	-	SRAT: PXM 0 -> APIC 0x36 -> Node 0
kern	info	0.010273	-	SRAT: PXM 0 -> APIC 0x37 -> Node 0
kern	info	0.010273	-	SRAT: PXM 0 -> APIC 0x38 -> Node 0
kern	info	0.010274	-	SRAT: PXM 0 -> APIC 0x39 -> Node 0
kern	info	0.010274	-	SRAT: PXM 0 -> APIC 0x3a -> Node 0
kern	info	0.010275	-	SRAT: PXM 0 -> APIC 0x3b -> Node 0
kern	info	0.010275	-	SRAT: PXM 0 -> APIC 0x3c -> Node 0
kern	info	0.010275	-	SRAT: PXM 0 -> APIC 0x3d -> Node 0
kern	info	0.010276	-	SRAT: PXM 0 -> APIC 0x3e -> Node 0
kern	info	0.010276	-	SRAT: PXM 0 -> APIC 0x3f -> Node 0
kern	info	0.010276	-	SRAT: PXM 0 -> APIC 0x40 -> Node 0
kern	info	0.010277	-	SRAT: PXM 0 -> APIC 0x41 -> Node 0
kern	info	0.010277	-	SRAT: PXM 0 -> APIC 0x42 -> Node 0
kern	info	0.010277	-	SRAT: PXM 0 -> APIC 0x43 -> Node 0
kern	info	0.010278	-	SRAT: PXM 0 -> APIC 0x44 -> Node 0
kern	info	0.010278	-	SRAT: PXM 0 -> APIC 0x45 -> Node 0
kern	info	0.010278	-	SRAT: PXM 0 -> APIC 0x46 -> Node 0
kern	info	0.010279	-	SRAT: PXM 0 -> APIC 0x47 -> Node 0
kern	info	0.010279	-	SRAT: PXM 0 -> APIC 0x48 -> Node 0
kern	info	0.010280	-	SRAT: PXM 0 -> APIC 0x49 -> Node 0
kern	info	0.010280	-	SRAT: PXM 0 -> APIC 0x4a -> Node 0
kern	info	0.010280	-	SRAT: PXM 0 -> APIC 0x4b -> Node 0
kern	info	0.010281	-	SRAT: PXM 0 -> APIC 0x4c -> Node 0
kern	info	0.010281	-	SRAT: PXM 0 -> APIC 0x4d -> Node 0
kern	info	0.010281	-	SRAT: PXM 0 -> APIC 0x4e -> Node 0
kern	info	0.010282	-	SRAT: PXM 0 -> APIC 0x4f -> Node 0
kern	info	0.010282	-	SRAT: PXM 0 -> APIC 0x50 -> Node 0
kern	info	0.010282	-	SRAT: PXM 0 -> APIC 0x51 -> Node 0
kern	info	0.010283	-	SRAT: PXM 0 -> APIC 0x52 -> Node 0
kern	info	0.010283	-	SRAT: PXM 0 -> APIC 0x53 -> Node 0
kern	info	0.010284	-	SRAT: PXM 0 -> APIC 0x54 -> Node 0
kern	info	0.010284	-	SRAT: PXM 0 -> APIC 0x55 -> Node 0
kern	info	0.010284	-	SRAT: PXM 0 -> APIC 0x56 -> Node 0
kern	info	0.010285	-	SRAT: PXM 0 -> APIC 0x57 -> Node 0
kern	info	0.010285	-	SRAT: PXM 0 -> APIC 0x58 -> Node 0
kern	info	0.010285	-	SRAT: PXM 0 -> APIC 0x59 -> Node 0
kern	info	0.010286	-	SRAT: PXM 0 -> APIC 0x5a -> Node 0
kern	info	0.010286	-	SRAT: PXM 0 -> APIC 0x5b -> Node 0
kern	info	0.010286	-	SRAT: PXM 0 -> APIC 0x5c -> Node 0
kern	info	0.010287	-	SRAT: PXM 0 -> APIC 0x5d -> Node 0
kern	info	0.010287	-	SRAT: PXM 0 -> APIC 0x5e -> Node 0
kern	info	0.010287	-	SRAT: PXM 0 -> APIC 0x5f -> Node 0
kern	info	0.010288	-	SRAT: PXM 0 -> APIC 0x60 -> Node 0
kern	info	0.010288	-	SRAT: PXM 0 -> APIC 0x61 -> Node 0
kern	info	0.010289	-	SRAT: PXM 0 -> APIC 0x62 -> Node 0
kern	info	0.010289	-	SRAT: PXM 0 -> APIC 0x63 -> Node 0
kern	info	0.010289	-	SRAT: PXM 0 -> APIC 0x64 -> Node 0
kern	info	0.010290	-	SRAT: PXM 0 -> APIC 0x65 -> Node 0
kern	info	0.010290	-	SRAT: PXM 0 -> APIC 0x66 -> Node 0
kern	info	0.010290	-	SRAT: PXM 0 -> APIC 0x67 -> Node 0
kern	info	0.010291	-	SRAT: PXM 0 -> APIC 0x68 -> Node 0
kern	info	0.010291	-	SRAT: PXM 0 -> APIC 0x69 -> Node 0
kern	info	0.010291	-	SRAT: PXM 0 -> APIC 0x6a -> Node 0
kern	info	0.010292	-	SRAT: PXM 0 -> APIC 0x6b -> Node 0
kern	info	0.010292	-	SRAT: PXM 0 -> APIC 0x6c -> Node 0
kern	info	0.010292	-	SRAT: PXM 0 -> APIC 0x6d -> Node 0
kern	info	0.010293	-	SRAT: PXM 0 -> APIC 0x6e -> Node 0
kern	info	0.010293	-	SRAT: PXM 0 -> APIC 0x6f -> Node 0
kern	info	0.010294	-	SRAT: PXM 0 -> APIC 0x70 -> Node 0
kern	info	0.010294	-	SRAT: PXM 0 -> APIC 0x71 -> Node 0
kern	info	0.010294	-	SRAT: PXM 0 -> APIC 0x72 -> Node 0
kern	info	0.010295	-	SRAT: PXM 0 -> APIC 0x73 -> Node 0
kern	info	0.010295	-	SRAT: PXM 0 -> APIC 0x74 -> Node 0
kern	info	0.010295	-	SRAT: PXM 0 -> APIC 0x75 -> Node 0
kern	info	0.010296	-	SRAT: PXM 0 -> APIC 0x76 -> Node 0
kern	info	0.010296	-	SRAT: PXM 0 -> APIC 0x77 -> Node 0
kern	info	0.010296	-	SRAT: PXM 0 -> APIC 0x78 -> Node 0
kern	info	0.010297	-	SRAT: PXM 0 -> APIC 0x79 -> Node 0
kern	info	0.010297	-	SRAT: PXM 0 -> APIC 0x7a -> Node 0
kern	info	0.010298	-	SRAT: PXM 0 -> APIC 0x7b -> Node 0
kern	info	0.010298	-	SRAT: PXM 0 -> APIC 0x7c -> Node 0
kern	info	0.010298	-	SRAT: PXM 0 -> APIC 0x7d -> Node 0
kern	info	0.010299	-	SRAT: PXM 0 -> APIC 0x7e -> Node 0
kern	info	0.010299	-	SRAT: PXM 0 -> APIC 0x7f -> Node 0
kern	info	0.010301	-	ACPI: SRAT: Node 0 PXM 0 [mem 0x00000000-0x0009ffff]
kern	info	0.010302	-	ACPI: SRAT: Node 0 PXM 0 [mem 0x00100000-0xbfffffff]
kern	info	0.010302	-	ACPI: SRAT: Node 0 PXM 0 [mem 0x100000000-0x13fffffff]
kern	info	0.010303	-	ACPI: SRAT: Node 0 PXM 0 [mem 0x140000000-0x103fffffff] hotplug
kern	info	0.010304	-	NUMA: Node 0 [mem 0x00000000-0x0009ffff] + [mem 0x00100000-0xbfffffff] -> [mem 0x00000000-0xbfffffff]
kern	info	0.010305	-	NUMA: Node 0 [mem 0x00000000-0xbfffffff] + [mem 0x100000000-0x13fffffff] -> [mem 0x00000000-0x13fffffff]
kern	info	0.010309	-	NODE_DATA(0) allocated [mem 0x13ffd3000-0x13fffdfff]
kern	info	0.010476	-	Zone ranges:
kern	info	0.010476	-	  DMA      [mem 0x0000000000001000-0x0000000000ffffff]
kern	info	0.010477	-	  DMA32    [mem 0x0000000001000000-0x00000000ffffffff]
kern	info	0.010478	-	  Normal   [mem 0x0000000100000000-0x000000013fffffff]
kern	info	0.010478	-	  Device   empty
kern	info	0.010479	-	Movable zone start for each node
kern	info	0.010480	-	Early memory node ranges
kern	info	0.010481	-	  node   0: [mem 0x0000000000001000-0x000000000009dfff]
kern	info	0.010481	-	  node   0: [mem 0x0000000000100000-0x00000000bfecffff]
kern	info	0.010482	-	  node   0: [mem 0x00000000bff00000-0x00000000bfffffff]
kern	info	0.010482	-	  node   0: [mem 0x0000000100000000-0x000000013fffffff]
kern	info	0.010489	-	Zeroed struct page in unavailable ranges: 147 pages
kern	info	0.010489	-	Initmem setup node 0 [mem 0x0000000000001000-0x000000013fffffff]
kern	debug	0.010490	-	On node 0 totalpages: 1048429
kern	debug	0.010491	-	  DMA zone: 64 pages used for memmap
kern	debug	0.010491	-	  DMA zone: 21 pages reserved
kern	debug	0.010491	-	  DMA zone: 3997 pages, LIFO batch:0
kern	debug	0.010551	-	  DMA32 zone: 12224 pages used for memmap
kern	debug	0.010551	-	  DMA32 zone: 782288 pages, LIFO batch:63
kern	debug	0.022650	-	  Normal zone: 4096 pages used for memmap
kern	debug	0.022651	-	  Normal zone: 262144 pages, LIFO batch:63
kern	info	0.028520	-	ACPI: PM-Timer IO Port: 0x1008
kern	debug	0.028522	-	ACPI: Local APIC address 0xfee00000
kern	debug	0.028524	-	system APIC only can use physical flat
kern	info	0.028532	-	ACPI: LAPIC_NMI (acpi_id[0x00] high edge lint[0x1])
kern	info	0.028533	-	ACPI: LAPIC_NMI (acpi_id[0x01] high edge lint[0x1])
kern	info	0.028533	-	ACPI: LAPIC_NMI (acpi_id[0x02] high edge lint[0x1])
kern	info	0.028533	-	ACPI: LAPIC_NMI (acpi_id[0x03] high edge lint[0x1])
kern	info	0.028534	-	ACPI: LAPIC_NMI (acpi_id[0x04] high edge lint[0x1])
kern	info	0.028534	-	ACPI: LAPIC_NMI (acpi_id[0x05] high edge lint[0x1])
kern	info	0.028534	-	ACPI: LAPIC_NMI (acpi_id[0x06] high edge lint[0x1])
kern	info	0.028535	-	ACPI: LAPIC_NMI (acpi_id[0x07] high edge lint[0x1])
kern	info	0.028535	-	ACPI: LAPIC_NMI (acpi_id[0x08] high edge lint[0x1])
kern	info	0.028536	-	ACPI: LAPIC_NMI (acpi_id[0x09] high edge lint[0x1])
kern	info	0.028536	-	ACPI: LAPIC_NMI (acpi_id[0x0a] high edge lint[0x1])
kern	info	0.028536	-	ACPI: LAPIC_NMI (acpi_id[0x0b] high edge lint[0x1])
kern	info	0.028537	-	ACPI: LAPIC_NMI (acpi_id[0x0c] high edge lint[0x1])
kern	info	0.028537	-	ACPI: LAPIC_NMI (acpi_id[0x0d] high edge lint[0x1])
kern	info	0.028538	-	ACPI: LAPIC_NMI (acpi_id[0x0e] high edge lint[0x1])
kern	info	0.028538	-	ACPI: LAPIC_NMI (acpi_id[0x0f] high edge lint[0x1])
kern	info	0.028538	-	ACPI: LAPIC_NMI (acpi_id[0x10] high edge lint[0x1])
kern	info	0.028539	-	ACPI: LAPIC_NMI (acpi_id[0x11] high edge lint[0x1])
kern	info	0.028539	-	ACPI: LAPIC_NMI (acpi_id[0x12] high edge lint[0x1])
kern	info	0.028539	-	ACPI: LAPIC_NMI (acpi_id[0x13] high edge lint[0x1])
kern	info	0.028540	-	ACPI: LAPIC_NMI (acpi_id[0x14] high edge lint[0x1])
kern	info	0.028540	-	ACPI: LAPIC_NMI (acpi_id[0x15] high edge lint[0x1])
kern	info	0.028541	-	ACPI: LAPIC_NMI (acpi_id[0x16] high edge lint[0x1])
kern	info	0.028541	-	ACPI: LAPIC_NMI (acpi_id[0x17] high edge lint[0x1])
kern	info	0.028541	-	ACPI: LAPIC_NMI (acpi_id[0x18] high edge lint[0x1])
kern	info	0.028542	-	ACPI: LAPIC_NMI (acpi_id[0x19] high edge lint[0x1])
kern	info	0.028542	-	ACPI: LAPIC_NMI (acpi_id[0x1a] high edge lint[0x1])
kern	info	0.028543	-	ACPI: LAPIC_NMI (acpi_id[0x1b] high edge lint[0x1])
kern	info	0.028543	-	ACPI: LAPIC_NMI (acpi_id[0x1c] high edge lint[0x1])
kern	info	0.028543	-	ACPI: LAPIC_NMI (acpi_id[0x1d] high edge lint[0x1])
kern	info	0.028544	-	ACPI: LAPIC_NMI (acpi_id[0x1e] high edge lint[0x1])
kern	info	0.028544	-	ACPI: LAPIC_NMI (acpi_id[0x1f] high edge lint[0x1])
kern	info	0.028544	-	ACPI: LAPIC_NMI (acpi_id[0x20] high edge lint[0x1])
kern	info	0.028545	-	ACPI: LAPIC_NMI (acpi_id[0x21] high edge lint[0x1])
kern	info	0.028545	-	ACPI: LAPIC_NMI (acpi_id[0x22] high edge lint[0x1])
kern	info	0.028546	-	ACPI: LAPIC_NMI (acpi_id[0x23] high edge lint[0x1])
kern	info	0.028546	-	ACPI: LAPIC_NMI (acpi_id[0x24] high edge lint[0x1])
kern	info	0.028546	-	ACPI: LAPIC_NMI (acpi_id[0x25] high edge lint[0x1])
kern	info	0.028547	-	ACPI: LAPIC_NMI (acpi_id[0x26] high edge lint[0x1])
kern	info	0.028547	-	ACPI: LAPIC_NMI (acpi_id[0x27] high edge lint[0x1])
kern	info	0.028547	-	ACPI: LAPIC_NMI (acpi_id[0x28] high edge lint[0x1])
kern	info	0.028548	-	ACPI: LAPIC_NMI (acpi_id[0x29] high edge lint[0x1])
kern	info	0.028548	-	ACPI: LAPIC_NMI (acpi_id[0x2a] high edge lint[0x1])
kern	info	0.028549	-	ACPI: LAPIC_NMI (acpi_id[0x2b] high edge lint[0x1])
kern	info	0.028549	-	ACPI: LAPIC_NMI (acpi_id[0x2c] high edge lint[0x1])
kern	info	0.028549	-	ACPI: LAPIC_NMI (acpi_id[0x2d] high edge lint[0x1])
kern	info	0.028550	-	ACPI: LAPIC_NMI (acpi_id[0x2e] high edge lint[0x1])
kern	info	0.028550	-	ACPI: LAPIC_NMI (acpi_id[0x2f] high edge lint[0x1])
kern	info	0.028550	-	ACPI: LAPIC_NMI (acpi_id[0x30] high edge lint[0x1])
kern	info	0.028551	-	ACPI: LAPIC_NMI (acpi_id[0x31] high edge lint[0x1])
kern	info	0.028551	-	ACPI: LAPIC_NMI (acpi_id[0x32] high edge lint[0x1])
kern	info	0.028552	-	ACPI: LAPIC_NMI (acpi_id[0x33] high edge lint[0x1])
kern	info	0.028552	-	ACPI: LAPIC_NMI (acpi_id[0x34] high edge lint[0x1])
kern	info	0.028552	-	ACPI: LAPIC_NMI (acpi_id[0x35] high edge lint[0x1])
kern	info	0.028553	-	ACPI: LAPIC_NMI (acpi_id[0x36] high edge lint[0x1])
kern	info	0.028553	-	ACPI: LAPIC_NMI (acpi_id[0x37] high edge lint[0x1])
kern	info	0.028553	-	ACPI: LAPIC_NMI (acpi_id[0x38] high edge lint[0x1])
kern	info	0.028554	-	ACPI: LAPIC_NMI (acpi_id[0x39] high edge lint[0x1])
kern	info	0.028554	-	ACPI: LAPIC_NMI (acpi_id[0x3a] high edge lint[0x1])
kern	info	0.028555	-	ACPI: LAPIC_NMI (acpi_id[0x3b] high edge lint[0x1])
kern	info	0.028555	-	ACPI: LAPIC_NMI (acpi_id[0x3c] high edge lint[0x1])
kern	info	0.028555	-	ACPI: LAPIC_NMI (acpi_id[0x3d] high edge lint[0x1])
kern	info	0.028556	-	ACPI: LAPIC_NMI (acpi_id[0x3e] high edge lint[0x1])
kern	info	0.028556	-	ACPI: LAPIC_NMI (acpi_id[0x3f] high edge lint[0x1])
kern	info	0.028557	-	ACPI: LAPIC_NMI (acpi_id[0x40] high edge lint[0x1])
kern	info	0.028557	-	ACPI: LAPIC_NMI (acpi_id[0x41] high edge lint[0x1])
kern	info	0.028557	-	ACPI: LAPIC_NMI (acpi_id[0x42] high edge lint[0x1])
kern	info	0.028558	-	ACPI: LAPIC_NMI (acpi_id[0x43] high edge lint[0x1])
kern	info	0.028558	-	ACPI: LAPIC_NMI (acpi_id[0x44] high edge lint[0x1])
kern	info	0.028558	-	ACPI: LAPIC_NMI (acpi_id[0x45] high edge lint[0x1])
kern	info	0.028559	-	ACPI: LAPIC_NMI (acpi_id[0x46] high edge lint[0x1])
kern	info	0.028559	-	ACPI: LAPIC_NMI (acpi_id[0x47] high edge lint[0x1])
kern	info	0.028560	-	ACPI: LAPIC_NMI (acpi_id[0x48] high edge lint[0x1])
kern	info	0.028560	-	ACPI: LAPIC_NMI (acpi_id[0x49] high edge lint[0x1])
kern	info	0.028560	-	ACPI: LAPIC_NMI (acpi_id[0x4a] high edge lint[0x1])
kern	info	0.028561	-	ACPI: LAPIC_NMI (acpi_id[0x4b] high edge lint[0x1])
kern	info	0.028561	-	ACPI: LAPIC_NMI (acpi_id[0x4c] high edge lint[0x1])
kern	info	0.028561	-	ACPI: LAPIC_NMI (acpi_id[0x4d] high edge lint[0x1])
kern	info	0.028562	-	ACPI: LAPIC_NMI (acpi_id[0x4e] high edge lint[0x1])
kern	info	0.028562	-	ACPI: LAPIC_NMI (acpi_id[0x4f] high edge lint[0x1])
